Algorithm,KeySize,KeyGenerationTime(us),EncryptionTime(us),DecryptionTime(us),CiphertextSize(bytes),AttackResult
PQC,8192,5728,17791,8404,5472,QUANTUM_SAFE
RSA,2048,73340,44,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6082,4797,5207,5473,QUANTUM_SAFE
RSA,2048,68425,48,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3076,5316,8355,5470,QUANTUM_SAFE
RSA,2048,197302,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5535,4117,7380,5473,QUANTUM_SAFE
RSA,2048,137889,46,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3487,11168,8581,5473,QUANTUM_SAFE
RSA,2048,77303,44,948,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1922,5099,8655,5475,QUANTUM_SAFE
RSA,2048,91038,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7590,17955,4154,5475,QUANTUM_SAFE
RSA,2048,68176,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3998,10643,6848,5471,QUANTUM_SAFE
RSA,2048,186269,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7403,8828,8270,5471,QUANTUM_SAFE
RSA,2048,93814,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4306,11057,8639,5470,QUANTUM_SAFE
RSA,2048,76631,46,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5413,9164,6211,5474,QUANTUM_SAFE
RSA,2048,147623,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2857,10159,7815,5471,QUANTUM_SAFE
RSA,2048,25805,43,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6258,7379,8092,5472,QUANTUM_SAFE
RSA,2048,108880,44,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5995,4459,7599,5470,QUANTUM_SAFE
RSA,2048,100132,40,947,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4264,9873,5752,5468,QUANTUM_SAFE
RSA,2048,69702,46,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4450,10849,8086,5468,QUANTUM_SAFE
RSA,2048,151081,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6222,17657,7835,5469,QUANTUM_SAFE
RSA,2048,60011,43,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1330,5642,8813,5468,QUANTUM_SAFE
RSA,2048,34719,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7116,17220,8054,5472,QUANTUM_SAFE
RSA,2048,86869,44,947,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1708,15271,7644,5471,QUANTUM_SAFE
RSA,2048,42575,43,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5323,16008,7413,5472,QUANTUM_SAFE
RSA,2048,122193,43,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3189,14234,4732,5475,QUANTUM_SAFE
RSA,2048,35259,43,1027,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6868,13419,4956,5471,QUANTUM_SAFE
RSA,2048,24075,45,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6555,17989,9223,5469,QUANTUM_SAFE
RSA,2048,157419,44,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2900,4374,8344,5469,QUANTUM_SAFE
RSA,2048,27775,44,1011,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6982,11571,8569,5471,QUANTUM_SAFE
RSA,2048,78434,48,1000,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5581,11754,5610,5475,QUANTUM_SAFE
RSA,2048,95954,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5247,15272,5573,5470,QUANTUM_SAFE
RSA,2048,164427,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3192,7941,4493,5469,QUANTUM_SAFE
RSA,2048,87768,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7380,6013,6003,5473,QUANTUM_SAFE
RSA,2048,63770,45,2216,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6798,14035,4146,5469,QUANTUM_SAFE
RSA,2048,45987,44,1009,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4697,11236,6296,5475,QUANTUM_SAFE
RSA,2048,27690,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4244,16665,8453,5472,QUANTUM_SAFE
RSA,2048,107778,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3080,8693,5442,5472,QUANTUM_SAFE
RSA,2048,34647,46,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6466,14527,6726,5469,QUANTUM_SAFE
RSA,2048,227710,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1958,9435,7504,5472,QUANTUM_SAFE
RSA,2048,66010,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3231,4878,9586,5469,QUANTUM_SAFE
RSA,2048,90512,44,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5833,4004,5297,5473,QUANTUM_SAFE
RSA,2048,198744,44,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5101,16030,9149,5473,QUANTUM_SAFE
RSA,2048,159709,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6710,16578,8280,5470,QUANTUM_SAFE
RSA,2048,88490,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6624,11773,4573,5470,QUANTUM_SAFE
RSA,2048,19999,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6480,6825,6933,5474,QUANTUM_SAFE
RSA,2048,44703,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5253,17200,9575,5475,QUANTUM_SAFE
RSA,2048,43965,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4684,13699,4969,5471,QUANTUM_SAFE
RSA,2048,49281,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6520,8035,4586,5473,QUANTUM_SAFE
RSA,2048,96887,47,1003,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6755,17835,5801,5470,QUANTUM_SAFE
RSA,2048,80075,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3898,4481,7588,5469,QUANTUM_SAFE
RSA,2048,105403,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3865,4637,8676,5471,QUANTUM_SAFE
RSA,2048,53495,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3129,10175,7423,5475,QUANTUM_SAFE
RSA,2048,78159,43,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3377,4623,5085,5474,QUANTUM_SAFE
RSA,2048,63640,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6790,13952,7851,5469,QUANTUM_SAFE
RSA,2048,75991,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5649,14914,9333,5468,QUANTUM_SAFE
RSA,2048,216909,44,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5113,6826,6401,5475,QUANTUM_SAFE
RSA,2048,150508,46,948,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6345,15760,4075,5471,QUANTUM_SAFE
RSA,2048,129512,46,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6683,14029,9774,5472,QUANTUM_SAFE
RSA,2048,93873,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7760,10137,9236,5468,QUANTUM_SAFE
RSA,2048,73645,47,2633,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7174,17465,9601,5474,QUANTUM_SAFE
RSA,2048,54048,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1425,10719,8573,5470,QUANTUM_SAFE
RSA,2048,158417,46,1106,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7453,12704,5138,5475,QUANTUM_SAFE
RSA,2048,101784,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7477,13860,4659,5474,QUANTUM_SAFE
RSA,2048,117197,46,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2520,4357,6944,5472,QUANTUM_SAFE
RSA,2048,78806,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7180,12339,7723,5468,QUANTUM_SAFE
RSA,2048,112598,45,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4604,6961,5276,5473,QUANTUM_SAFE
RSA,2048,68329,44,1818,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7842,8237,4554,5473,QUANTUM_SAFE
RSA,2048,35568,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1315,11883,8648,5470,QUANTUM_SAFE
RSA,2048,97772,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1155,8441,4463,5474,QUANTUM_SAFE
RSA,2048,126057,43,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2750,9470,5718,5469,QUANTUM_SAFE
RSA,2048,78418,45,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4384,15273,7210,5472,QUANTUM_SAFE
RSA,2048,22577,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2230,14232,8517,5471,QUANTUM_SAFE
RSA,2048,134697,44,1029,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2850,17893,6588,5468,QUANTUM_SAFE
RSA,2048,193268,45,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2232,7308,6928,5470,QUANTUM_SAFE
RSA,2048,71938,58,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4997,12147,9086,5473,QUANTUM_SAFE
RSA,2048,147250,43,951,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4469,9350,9377,5473,QUANTUM_SAFE
RSA,2048,161525,42,1009,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7592,17972,4132,5472,QUANTUM_SAFE
RSA,2048,33205,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3093,12071,9090,5474,QUANTUM_SAFE
RSA,2048,18711,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5832,11316,4427,5470,QUANTUM_SAFE
RSA,2048,101948,44,951,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2398,8615,5515,5473,QUANTUM_SAFE
RSA,2048,83569,46,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4653,10948,8740,5472,QUANTUM_SAFE
RSA,2048,44815,44,950,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5892,8774,7004,5475,QUANTUM_SAFE
RSA,2048,44382,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6750,5139,9944,5474,QUANTUM_SAFE
RSA,2048,44388,45,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5598,7475,7692,5469,QUANTUM_SAFE
RSA,2048,88491,39,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6978,11859,7114,5475,QUANTUM_SAFE
RSA,2048,102559,45,2128,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2136,10874,4939,5472,QUANTUM_SAFE
RSA,2048,38052,45,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3378,9477,9380,5472,QUANTUM_SAFE
RSA,2048,99223,44,1095,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2400,8651,7411,5474,QUANTUM_SAFE
RSA,2048,182007,45,1020,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3404,4569,7263,5472,QUANTUM_SAFE
RSA,2048,88483,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1603,8750,6986,5468,QUANTUM_SAFE
RSA,2048,58965,43,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6122,10707,5805,5470,QUANTUM_SAFE
RSA,2048,113484,44,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5039,8279,6996,5470,QUANTUM_SAFE
RSA,2048,123306,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6962,15146,7701,5475,QUANTUM_SAFE
RSA,2048,167749,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5943,4811,4662,5469,QUANTUM_SAFE
RSA,2048,159321,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7380,14156,6385,5474,QUANTUM_SAFE
RSA,2048,92129,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6786,12086,9880,5474,QUANTUM_SAFE
RSA,2048,91532,45,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7444,10530,4101,5474,QUANTUM_SAFE
RSA,2048,43490,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7275,17117,7794,5470,QUANTUM_SAFE
RSA,2048,275535,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1982,16858,9473,5475,QUANTUM_SAFE
RSA,2048,215805,44,1011,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5338,15578,9175,5471,QUANTUM_SAFE
RSA,2048,144494,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6683,7371,6090,5472,QUANTUM_SAFE
RSA,2048,75418,43,1019,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5183,6146,4173,5471,QUANTUM_SAFE
RSA,2048,54071,43,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3535,9895,7197,5472,QUANTUM_SAFE
RSA,2048,59282,46,1001,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2675,15729,8420,5475,QUANTUM_SAFE
RSA,2048,35876,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7775,11604,5066,5472,QUANTUM_SAFE
RSA,2048,56967,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1600,17883,5674,5468,QUANTUM_SAFE
RSA,2048,45965,45,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5047,11655,6939,5471,QUANTUM_SAFE
RSA,2048,167552,44,997,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4254,4191,4040,5472,QUANTUM_SAFE
RSA,2048,177747,45,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7010,17552,7203,5473,QUANTUM_SAFE
RSA,2048,235528,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1398,16094,6572,5475,QUANTUM_SAFE
RSA,2048,82219,45,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4908,12420,5094,5473,QUANTUM_SAFE
RSA,2048,128996,46,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1041,10820,9099,5468,QUANTUM_SAFE
RSA,2048,44980,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4892,11189,7360,5474,QUANTUM_SAFE
RSA,2048,26838,45,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3677,13770,7471,5471,QUANTUM_SAFE
RSA,2048,252059,44,1312,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4053,16462,7006,5474,QUANTUM_SAFE
RSA,2048,44136,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6462,10294,8065,5475,QUANTUM_SAFE
RSA,2048,47223,43,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6411,5736,4370,5468,QUANTUM_SAFE
RSA,2048,99837,44,948,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6794,6372,8072,5475,QUANTUM_SAFE
RSA,2048,57264,43,1054,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3530,6094,8436,5468,QUANTUM_SAFE
RSA,2048,70827,44,947,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4596,15824,6165,5472,QUANTUM_SAFE
RSA,2048,84258,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1347,15960,9633,5475,QUANTUM_SAFE
RSA,2048,171448,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6329,12851,9111,5474,QUANTUM_SAFE
RSA,2048,71814,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4125,16282,5890,5474,QUANTUM_SAFE
RSA,2048,90377,56,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6916,12524,9928,5474,QUANTUM_SAFE
RSA,2048,56624,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2121,8002,7284,5475,QUANTUM_SAFE
RSA,2048,22316,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7880,14833,7313,5469,QUANTUM_SAFE
RSA,2048,49240,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2368,13103,5358,5468,QUANTUM_SAFE
RSA,2048,40221,45,951,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6512,7391,4986,5471,QUANTUM_SAFE
RSA,2048,57574,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6275,8547,7055,5469,QUANTUM_SAFE
RSA,2048,75515,134,1014,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3242,10751,6951,5475,QUANTUM_SAFE
RSA,2048,82578,46,1146,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4237,12105,5604,5468,QUANTUM_SAFE
RSA,2048,257042,42,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2235,14543,8401,5468,QUANTUM_SAFE
RSA,2048,117638,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1886,15697,9874,5474,QUANTUM_SAFE
RSA,2048,148439,40,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6977,11496,4122,5471,QUANTUM_SAFE
RSA,2048,96607,45,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3316,14496,6077,5472,QUANTUM_SAFE
RSA,2048,73094,39,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1017,4059,8979,5468,QUANTUM_SAFE
RSA,2048,58491,45,1013,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4157,17961,5363,5474,QUANTUM_SAFE
RSA,2048,58392,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1449,5636,4940,5471,QUANTUM_SAFE
RSA,2048,121727,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3789,14189,5468,5473,QUANTUM_SAFE
RSA,2048,197021,45,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2497,11431,7144,5475,QUANTUM_SAFE
RSA,2048,51836,41,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1429,13570,5970,5470,QUANTUM_SAFE
RSA,2048,21993,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2908,12744,8252,5474,QUANTUM_SAFE
RSA,2048,70327,43,1088,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6087,12039,4172,5468,QUANTUM_SAFE
RSA,2048,39740,37,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3694,16083,4459,5474,QUANTUM_SAFE
RSA,2048,47866,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5540,11051,4733,5470,QUANTUM_SAFE
RSA,2048,76320,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3032,6223,5955,5468,QUANTUM_SAFE
RSA,2048,141108,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1864,13674,8383,5469,QUANTUM_SAFE
RSA,2048,83932,43,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7372,5558,5410,5470,QUANTUM_SAFE
RSA,2048,115234,39,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7350,6897,5218,5472,QUANTUM_SAFE
RSA,2048,64208,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2300,5879,6766,5470,QUANTUM_SAFE
RSA,2048,56212,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4326,14033,8112,5468,QUANTUM_SAFE
RSA,2048,69736,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1248,10309,4959,5471,QUANTUM_SAFE
RSA,2048,32994,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5381,4326,4414,5472,QUANTUM_SAFE
RSA,2048,247932,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4717,15884,6771,5469,QUANTUM_SAFE
RSA,2048,65805,45,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5589,17653,8370,5473,QUANTUM_SAFE
RSA,2048,23402,41,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3229,11703,6016,5472,QUANTUM_SAFE
RSA,2048,32899,45,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5727,8314,7151,5474,QUANTUM_SAFE
RSA,2048,84018,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3045,12756,5386,5475,QUANTUM_SAFE
RSA,2048,92083,45,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6201,5393,9471,5470,QUANTUM_SAFE
RSA,2048,212879,45,950,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4300,15846,7183,5470,QUANTUM_SAFE
RSA,2048,48767,53,1059,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5892,14208,6895,5474,QUANTUM_SAFE
RSA,2048,82792,42,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4207,9836,5945,5473,QUANTUM_SAFE
RSA,2048,68763,43,1037,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4830,12974,6856,5473,QUANTUM_SAFE
RSA,2048,111891,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4932,5665,4296,5474,QUANTUM_SAFE
RSA,2048,129388,45,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6330,6813,8206,5471,QUANTUM_SAFE
RSA,2048,41334,74,1756,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6321,8295,6957,5469,QUANTUM_SAFE
RSA,2048,119613,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1199,14208,5844,5472,QUANTUM_SAFE
RSA,2048,151743,44,948,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7776,4969,4709,5473,QUANTUM_SAFE
RSA,2048,74970,44,993,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2761,8874,9304,5473,QUANTUM_SAFE
RSA,2048,54615,47,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2822,11386,9422,5473,QUANTUM_SAFE
RSA,2048,69505,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7337,14001,8645,5475,QUANTUM_SAFE
RSA,2048,107076,42,1008,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4095,15465,4486,5473,QUANTUM_SAFE
RSA,2048,95356,51,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2060,17577,7522,5468,QUANTUM_SAFE
RSA,2048,81553,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5503,10845,9310,5472,QUANTUM_SAFE
RSA,2048,101524,44,986,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1580,14136,4470,5475,QUANTUM_SAFE
RSA,2048,63676,44,1042,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6875,10610,9487,5472,QUANTUM_SAFE
RSA,2048,76578,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4485,8802,6290,5472,QUANTUM_SAFE
RSA,2048,78692,45,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7017,16616,9658,5473,QUANTUM_SAFE
RSA,2048,53876,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2993,17741,8835,5473,QUANTUM_SAFE
RSA,2048,93203,46,993,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7496,4150,4209,5468,QUANTUM_SAFE
RSA,2048,127750,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6677,15909,9868,5469,QUANTUM_SAFE
RSA,2048,84184,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7805,8473,9509,5468,QUANTUM_SAFE
RSA,2048,104090,45,1005,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7223,13734,8052,5474,QUANTUM_SAFE
RSA,2048,98530,44,951,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2564,6041,7721,5471,QUANTUM_SAFE
RSA,2048,64373,48,1044,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7714,15206,8482,5473,QUANTUM_SAFE
RSA,2048,26232,44,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4769,9289,6664,5471,QUANTUM_SAFE
RSA,2048,126834,42,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7112,15357,7370,5468,QUANTUM_SAFE
RSA,2048,62182,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4066,14381,7883,5475,QUANTUM_SAFE
RSA,2048,104382,85,2012,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4774,16694,7803,5474,QUANTUM_SAFE
RSA,2048,83560,45,998,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6338,6287,7803,5471,QUANTUM_SAFE
RSA,2048,82494,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2175,15064,8089,5471,QUANTUM_SAFE
RSA,2048,65300,44,999,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3398,15249,8482,5469,QUANTUM_SAFE
RSA,2048,52584,74,1028,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5535,7283,4530,5471,QUANTUM_SAFE
RSA,2048,120108,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2151,6549,6340,5473,QUANTUM_SAFE
RSA,2048,79737,44,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1024,12869,7535,5473,QUANTUM_SAFE
RSA,2048,53500,46,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1121,14227,9775,5472,QUANTUM_SAFE
RSA,2048,102826,46,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1099,14219,6968,5470,QUANTUM_SAFE
RSA,2048,60749,47,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4900,9207,5706,5468,QUANTUM_SAFE
RSA,2048,56321,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3259,12303,5626,5468,QUANTUM_SAFE
