Algorithm,KeySize,KeyGenerationTime(us),EncryptionTime(us),DecryptionTime(us),CiphertextSize(bytes),AttackResult
PQC,8192,4027,5662,8074,5475,QUANTUM_SAFE
RSA,2048,226207,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6295,11839,8857,5469,QUANTUM_SAFE
RSA,2048,189721,53,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3041,16403,7247,5474,QUANTUM_SAFE
RSA,2048,191085,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5459,4084,9353,5473,QUANTUM_SAFE
RSA,2048,46323,44,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1970,15421,8741,5468,QUANTUM_SAFE
RSA,2048,56624,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6080,12512,7960,5469,QUANTUM_SAFE
RSA,2048,34370,44,1048,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5946,14514,8779,5471,QUANTUM_SAFE
RSA,2048,76836,56,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1112,15099,8807,5472,QUANTUM_SAFE
RSA,2048,42725,75,1579,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7530,5644,7993,5474,QUANTUM_SAFE
RSA,2048,77097,38,1059,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2720,12506,6646,5472,QUANTUM_SAFE
RSA,2048,55850,46,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4973,13222,9297,5472,QUANTUM_SAFE
RSA,2048,68388,44,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1010,15811,7415,5469,QUANTUM_SAFE
RSA,2048,28692,41,1026,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7642,17803,7536,5475,QUANTUM_SAFE
RSA,2048,83950,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3437,8608,6816,5471,QUANTUM_SAFE
RSA,2048,159193,43,1010,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3465,9469,7144,5473,QUANTUM_SAFE
RSA,2048,67459,44,1007,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7611,16529,4394,5475,QUANTUM_SAFE
RSA,2048,117201,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2818,7549,7152,5471,QUANTUM_SAFE
RSA,2048,103373,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2022,16063,4884,5472,QUANTUM_SAFE
RSA,2048,65590,42,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1281,9710,9043,5468,QUANTUM_SAFE
RSA,2048,113536,74,2082,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6366,13601,6785,5472,QUANTUM_SAFE
RSA,2048,72073,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2457,17282,4649,5470,QUANTUM_SAFE
RSA,2048,33588,46,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2653,10187,9555,5473,QUANTUM_SAFE
RSA,2048,40609,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7824,13096,8807,5475,QUANTUM_SAFE
RSA,2048,107648,44,1007,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5737,4348,7399,5468,QUANTUM_SAFE
RSA,2048,54911,39,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7843,10792,4474,5470,QUANTUM_SAFE
RSA,2048,98646,43,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3887,11874,7512,5470,QUANTUM_SAFE
RSA,2048,52891,44,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4340,4591,6840,5472,QUANTUM_SAFE
RSA,2048,63331,43,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6870,13424,6625,5469,QUANTUM_SAFE
RSA,2048,90125,57,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7723,10537,7120,5475,QUANTUM_SAFE
RSA,2048,204931,43,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1622,11499,8327,5474,QUANTUM_SAFE
RSA,2048,123042,43,1017,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3479,11953,4324,5473,QUANTUM_SAFE
RSA,2048,44451,44,1047,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3342,8050,6409,5475,QUANTUM_SAFE
RSA,2048,125090,46,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7742,10845,7676,5474,QUANTUM_SAFE
RSA,2048,80959,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1111,17601,5581,5471,QUANTUM_SAFE
RSA,2048,58458,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7994,11730,7235,5471,QUANTUM_SAFE
RSA,2048,84822,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6735,12343,5502,5472,QUANTUM_SAFE
RSA,2048,45971,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7948,7289,6436,5475,QUANTUM_SAFE
RSA,2048,130851,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6223,10976,5788,5473,QUANTUM_SAFE
RSA,2048,75220,64,1657,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3580,14883,6063,5472,QUANTUM_SAFE
RSA,2048,172734,43,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1548,12736,6116,5473,QUANTUM_SAFE
RSA,2048,125522,43,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4409,8692,4643,5474,QUANTUM_SAFE
RSA,2048,146562,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6177,15413,7969,5473,QUANTUM_SAFE
RSA,2048,20250,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1100,15623,9049,5472,QUANTUM_SAFE
RSA,2048,133294,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1562,9357,7898,5469,QUANTUM_SAFE
RSA,2048,87904,40,1089,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2675,11540,7481,5469,QUANTUM_SAFE
RSA,2048,77341,137,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4539,14745,4959,5471,QUANTUM_SAFE
RSA,2048,43846,43,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4844,6488,8246,5470,QUANTUM_SAFE
RSA,2048,150618,44,990,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4473,8593,7166,5470,QUANTUM_SAFE
RSA,2048,29135,37,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2947,17331,4491,5470,QUANTUM_SAFE
RSA,2048,125504,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4101,7362,6548,5474,QUANTUM_SAFE
RSA,2048,104854,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1048,14338,8554,5472,QUANTUM_SAFE
RSA,2048,217483,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7024,9254,5245,5468,QUANTUM_SAFE
RSA,2048,57714,46,1000,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2479,16729,9873,5475,QUANTUM_SAFE
RSA,2048,121136,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5796,7805,9034,5473,QUANTUM_SAFE
RSA,2048,209601,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2532,6861,9705,5471,QUANTUM_SAFE
RSA,2048,43699,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4245,15561,6613,5474,QUANTUM_SAFE
RSA,2048,77188,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6537,10822,9631,5468,QUANTUM_SAFE
RSA,2048,53113,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6694,6473,8137,5471,QUANTUM_SAFE
RSA,2048,74499,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6990,16477,6000,5468,QUANTUM_SAFE
RSA,2048,38478,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4709,4143,7457,5475,QUANTUM_SAFE
RSA,2048,63948,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3709,14566,7404,5474,QUANTUM_SAFE
RSA,2048,128876,44,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4811,5298,6624,5473,QUANTUM_SAFE
RSA,2048,39030,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4255,12055,9485,5474,QUANTUM_SAFE
RSA,2048,44226,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1882,12144,7232,5471,QUANTUM_SAFE
RSA,2048,68780,39,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5232,11869,5874,5472,QUANTUM_SAFE
RSA,2048,199741,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6159,9914,6743,5475,QUANTUM_SAFE
RSA,2048,66641,44,1091,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4604,9690,6958,5470,QUANTUM_SAFE
RSA,2048,19173,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3329,12959,8581,5475,QUANTUM_SAFE
RSA,2048,138863,45,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5256,15750,9024,5473,QUANTUM_SAFE
RSA,2048,234571,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1760,9721,5923,5468,QUANTUM_SAFE
RSA,2048,141280,44,1016,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3952,13648,6485,5473,QUANTUM_SAFE
RSA,2048,89109,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3652,9376,6073,5468,QUANTUM_SAFE
RSA,2048,35756,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3600,9105,4127,5475,QUANTUM_SAFE
RSA,2048,268375,40,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1264,4147,6904,5468,QUANTUM_SAFE
RSA,2048,103959,43,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1783,11116,9695,5471,QUANTUM_SAFE
RSA,2048,115633,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1195,12916,4756,5469,QUANTUM_SAFE
RSA,2048,26396,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2722,5726,5478,5475,QUANTUM_SAFE
RSA,2048,102680,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1169,7402,6897,5473,QUANTUM_SAFE
RSA,2048,57533,57,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3273,4750,5645,5468,QUANTUM_SAFE
RSA,2048,77417,54,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4495,17529,8570,5471,QUANTUM_SAFE
RSA,2048,101629,46,990,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6501,14580,7318,5472,QUANTUM_SAFE
RSA,2048,95511,43,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5353,9592,5364,5473,QUANTUM_SAFE
RSA,2048,53023,42,1035,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5403,6346,9639,5472,QUANTUM_SAFE
RSA,2048,49626,41,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4635,4662,4292,5475,QUANTUM_SAFE
RSA,2048,43922,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2115,6608,6600,5472,QUANTUM_SAFE
RSA,2048,32004,52,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1348,9884,8106,5468,QUANTUM_SAFE
RSA,2048,148150,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5372,6559,5657,5469,QUANTUM_SAFE
RSA,2048,95247,46,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5166,6720,4246,5474,QUANTUM_SAFE
RSA,2048,150797,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4673,16506,9401,5470,QUANTUM_SAFE
RSA,2048,150301,44,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3662,6004,9071,5469,QUANTUM_SAFE
RSA,2048,62789,45,997,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7921,11983,6618,5472,QUANTUM_SAFE
RSA,2048,154109,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7433,7579,4260,5475,QUANTUM_SAFE
RSA,2048,136994,40,1106,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4758,13545,4746,5469,QUANTUM_SAFE
RSA,2048,51756,45,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5280,16070,9038,5468,QUANTUM_SAFE
RSA,2048,27616,46,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4981,8472,7187,5470,QUANTUM_SAFE
RSA,2048,98144,52,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7094,15124,9265,5471,QUANTUM_SAFE
RSA,2048,150442,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7191,7235,9090,5472,QUANTUM_SAFE
RSA,2048,35615,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5680,6726,4354,5472,QUANTUM_SAFE
RSA,2048,58314,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4229,7674,6761,5470,QUANTUM_SAFE
RSA,2048,233986,44,1026,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1287,14602,5990,5473,QUANTUM_SAFE
RSA,2048,19047,43,1016,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1113,4043,7480,5471,QUANTUM_SAFE
RSA,2048,79904,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1942,17156,8540,5470,QUANTUM_SAFE
RSA,2048,29164,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4589,6492,9334,5473,QUANTUM_SAFE
RSA,2048,83372,58,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6865,5125,9208,5472,QUANTUM_SAFE
RSA,2048,189377,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4926,7519,4770,5473,QUANTUM_SAFE
RSA,2048,45943,46,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7304,12610,9372,5471,QUANTUM_SAFE
RSA,2048,78804,37,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5547,16710,6156,5468,QUANTUM_SAFE
RSA,2048,108264,45,986,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6923,11552,5887,5472,QUANTUM_SAFE
RSA,2048,24654,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3315,16681,5230,5471,QUANTUM_SAFE
RSA,2048,45414,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3268,17565,9701,5468,QUANTUM_SAFE
RSA,2048,196475,49,1037,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1524,8962,9332,5469,QUANTUM_SAFE
RSA,2048,143344,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5149,7163,8578,5471,QUANTUM_SAFE
RSA,2048,109015,45,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5125,14698,4368,5471,QUANTUM_SAFE
RSA,2048,303488,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6728,10710,7246,5474,QUANTUM_SAFE
RSA,2048,51630,44,997,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6098,15053,7103,5475,QUANTUM_SAFE
RSA,2048,100624,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4922,15422,7011,5475,QUANTUM_SAFE
RSA,2048,109600,43,998,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6955,11775,9505,5468,QUANTUM_SAFE
RSA,2048,58392,47,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4079,5920,9374,5472,QUANTUM_SAFE
RSA,2048,64044,42,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7283,11513,6178,5469,QUANTUM_SAFE
RSA,2048,49982,65,1799,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5047,17528,4974,5475,QUANTUM_SAFE
RSA,2048,39524,40,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5140,4464,5252,5472,QUANTUM_SAFE
RSA,2048,102656,43,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1557,11913,8815,5475,QUANTUM_SAFE
RSA,2048,59456,46,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1677,5103,4985,5475,QUANTUM_SAFE
RSA,2048,294574,41,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5423,8740,5123,5468,QUANTUM_SAFE
RSA,2048,149833,45,1039,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1105,15215,9018,5468,QUANTUM_SAFE
RSA,2048,207423,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1318,14356,8678,5470,QUANTUM_SAFE
RSA,2048,40361,37,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4947,15372,8469,5471,QUANTUM_SAFE
RSA,2048,32351,44,1027,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4165,14801,6663,5472,QUANTUM_SAFE
RSA,2048,91911,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2363,8165,5014,5468,QUANTUM_SAFE
RSA,2048,262293,42,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3101,17359,6764,5471,QUANTUM_SAFE
RSA,2048,100303,44,1025,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4836,4526,6150,5473,QUANTUM_SAFE
RSA,2048,117543,43,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4349,14099,4201,5469,QUANTUM_SAFE
RSA,2048,50277,41,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2516,10088,6361,5469,QUANTUM_SAFE
RSA,2048,176471,71,1000,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7144,4637,7815,5473,QUANTUM_SAFE
RSA,2048,102804,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5582,6993,6927,5472,QUANTUM_SAFE
RSA,2048,213661,51,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5173,9673,9201,5471,QUANTUM_SAFE
RSA,2048,110916,46,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1380,15556,5518,5472,QUANTUM_SAFE
RSA,2048,111424,41,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7954,7403,8889,5468,QUANTUM_SAFE
RSA,2048,150942,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6980,9610,9608,5468,QUANTUM_SAFE
RSA,2048,59115,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2092,5099,4962,5470,QUANTUM_SAFE
RSA,2048,157106,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5006,6536,7749,5469,QUANTUM_SAFE
RSA,2048,61665,45,1570,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1682,17970,5619,5469,QUANTUM_SAFE
RSA,2048,241225,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4964,5352,7209,5474,QUANTUM_SAFE
RSA,2048,122286,43,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6875,15253,9768,5474,QUANTUM_SAFE
RSA,2048,96315,69,1029,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5465,12484,6374,5473,QUANTUM_SAFE
RSA,2048,74363,77,2077,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6090,15511,6962,5473,QUANTUM_SAFE
RSA,2048,22654,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4548,6447,9444,5468,QUANTUM_SAFE
RSA,2048,107368,44,1087,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2201,15340,8192,5469,QUANTUM_SAFE
RSA,2048,133823,43,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5199,5543,8822,5472,QUANTUM_SAFE
RSA,2048,123979,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3766,15222,5227,5475,QUANTUM_SAFE
RSA,2048,181853,38,1041,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2042,4499,4235,5475,QUANTUM_SAFE
RSA,2048,277616,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7462,13917,4865,5473,QUANTUM_SAFE
RSA,2048,45240,43,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3681,15434,6483,5471,QUANTUM_SAFE
RSA,2048,60470,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5146,15527,9702,5473,QUANTUM_SAFE
RSA,2048,29461,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1400,13771,7390,5468,QUANTUM_SAFE
RSA,2048,34792,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2332,8914,9229,5473,QUANTUM_SAFE
RSA,2048,34546,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5120,16022,6945,5472,QUANTUM_SAFE
RSA,2048,128292,46,1001,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5086,16207,6539,5474,QUANTUM_SAFE
RSA,2048,42005,47,1043,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7617,15796,7235,5468,QUANTUM_SAFE
RSA,2048,90524,45,995,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5006,13601,7833,5469,QUANTUM_SAFE
RSA,2048,64204,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1034,17537,8924,5473,QUANTUM_SAFE
RSA,2048,156991,43,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3733,10660,8418,5475,QUANTUM_SAFE
RSA,2048,74307,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5242,15158,4627,5474,QUANTUM_SAFE
RSA,2048,69750,43,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5225,17001,8265,5470,QUANTUM_SAFE
RSA,2048,83766,41,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4802,5781,7024,5468,QUANTUM_SAFE
RSA,2048,39747,46,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3040,11052,6690,5474,QUANTUM_SAFE
RSA,2048,90825,43,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1842,13127,5795,5472,QUANTUM_SAFE
RSA,2048,41782,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6191,8457,5095,5468,QUANTUM_SAFE
RSA,2048,45651,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3301,17435,9935,5472,QUANTUM_SAFE
RSA,2048,153408,46,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7758,4503,5205,5474,QUANTUM_SAFE
RSA,2048,43717,46,995,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4578,4718,7975,5475,QUANTUM_SAFE
RSA,2048,149154,41,1093,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6268,11112,5561,5469,QUANTUM_SAFE
RSA,2048,31160,43,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7615,5727,9024,5473,QUANTUM_SAFE
RSA,2048,169719,39,1010,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5905,12045,6842,5468,QUANTUM_SAFE
RSA,2048,41788,84,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4691,9037,8996,5474,QUANTUM_SAFE
RSA,2048,209858,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1205,8395,5068,5475,QUANTUM_SAFE
RSA,2048,68039,46,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5357,16303,4641,5475,QUANTUM_SAFE
RSA,2048,46696,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7909,14092,9315,5468,QUANTUM_SAFE
RSA,2048,187952,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7897,8147,5161,5469,QUANTUM_SAFE
RSA,2048,126770,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1714,17230,5039,5471,QUANTUM_SAFE
RSA,2048,70392,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2295,7360,5524,5472,QUANTUM_SAFE
RSA,2048,67834,47,1000,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4917,13082,6489,5469,QUANTUM_SAFE
RSA,2048,98019,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5890,13832,8449,5471,QUANTUM_SAFE
RSA,2048,31568,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1039,16839,8632,5469,QUANTUM_SAFE
RSA,2048,184759,43,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4311,7276,9638,5474,QUANTUM_SAFE
RSA,2048,90366,44,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3970,7692,5315,5469,QUANTUM_SAFE
RSA,2048,84976,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1883,5216,4188,5470,QUANTUM_SAFE
RSA,2048,90624,41,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2435,4997,9064,5468,QUANTUM_SAFE
RSA,2048,52036,45,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5021,14456,7089,5469,QUANTUM_SAFE
RSA,2048,34063,45,1004,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7653,12157,9994,5468,QUANTUM_SAFE
RSA,2048,46717,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2309,14204,8174,5468,QUANTUM_SAFE
RSA,2048,125685,55,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7626,15092,9708,5472,QUANTUM_SAFE
RSA,2048,28254,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7723,8602,9661,5468,QUANTUM_SAFE
RSA,2048,94177,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3759,11123,4055,5474,QUANTUM_SAFE
RSA,2048,74819,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5383,15967,7903,5473,QUANTUM_SAFE
RSA,2048,29375,47,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3529,17502,6542,5472,QUANTUM_SAFE
